ID,Raydist Red,Raydist Green,Sample Number,Sample Description,Decimal Latitude,Decimal Longitude,Collection Date,Water Depth,Water Content,Bulk Density,Total Carbon,Organic Carbon,Sulfur,Gravel,Phi  -1,Phi -075,Phi -050,Phi -025,Phi 0,Phi 025,Phi 050,Phi 075,Phi 100,Phi 125,Phi 150,Phi 175,Phi 200,Phi 225,Phi 250,Phi 275,Phi 300,Phi 325,Phi 350,Phi 375,Phi 400,Phi 433,Phi 467,Phi 500,Phi 533,Phi 567,Phi 600,Phi 633,Phi 667,Phi 700,Phi 733,Phi 767,Phi 800,Phi 833,Phi 867,Phi 900,Phi 933,Phi 967,Phi 10,Phi 11,Phi 12,Phi 13,Phi 14,Sand,Silt,Clay,Shepard's Class,Median,Graphic Mean,Graphic Sorting,Graphic Skewness,Graphic Kurtosis,Moment Mean,Moment Sorting,Moment Skewness,Moment Kurtosis
2076,1230,1670,5,Nearshore sample,38.69972,76.26028,01-Aug-78,2,22,1.97330236434937,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.346,21.116,59.437,85.637,93.848,96.586,97.759,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98,1,1,1,2.68199992179871,2.69300007820129,0.279000014066696,0.109999999403954,1.07000005245209,2.71199989318848,0.28600001335144,0.388999998569489,1.31900000572205
2077,1230,1670,6,Nearshore sample,38.69833,76.2575,01-Aug-78,3,24,1.92525482177734,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,1.298,4.868,13.954,41.537,73.664,87.293,92.81,95.406,95.406,95.406,95.406,95.406,95.406,95.406,95.406,95.406,95.406,95.406,95.406,95.406,95.406,95.406,95.406,95.406,95.406,95.406,95.406,95.406,95.406,95.406,95,2,2,1,3.04800009727478,3.05999994277954,0.326999992132187,0.0500000007450581,1.20500004291534,3.04800009727478,0.333000004291534,-0.025000000372529,0.691999971866608
2078,1230,1670,7,Nearshore sample,38.695,76.24973,01-Aug-78,3,22,1.97330236434937,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657,5.912,26.605,62.078,82.443,90.654,94.267,96.238,96.238,96.238,96.238,96.238,96.238,96.238,96.238,96.238,96.238,96.238,96.238,96.238,96.238,96.238,96.238,96.238,96.238,96.238,96.238,96.238,96.238,96.238,96,2,2,1,2.90199995040894,2.91599988937378,0.321000009775162,0.123000003397465,1.12000000476837,2.93300008773804,0.321999996900558,0.284000009298325,0.572000026702881
2079,1190,1690,2,Nearshore sample,38.71472,76.29472,19-Jun-79,0,24,1.92525482177734,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1.902,5.389,15.85,42.795,72.909,86.857,92.563,95.733,96.684,96.684,96.684,96.684,96.684,96.684,96.684,96.684,96.684,96.684,96.684,96.684,96.684,96.684,96.684,96.684,96.684,96.684,96.684,96.684,96.684,96.684,96.684,97,2,2,1,2.7960000038147,2.81200003623962,0.354999989271164,0.0710000023245811,1.23000001907349,2.8050000667572,0.363000005483627,0.090999998152256,0.578999996185303
2080,1190,1690,3,Nearshore sample,38.71167,76.295,19-Jun-79,1,24,1.92525482177734,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.741,12.676,42.481,72.629,87.018,93.185,95.925,95.925,95.925,95.925,95.925,95.925,95.925,95.925,95.925,95.925,95.925,95.925,95.925,95.925,95.925,95.925,95.925,95.925,95.925,95.925,95.925,95.925,95.925,95.925,96,2,2,1,2.79500007629395,2.81900000572205,0.323000013828278,0.114000000059605,1.14400005340576,2.81500005722046,0.314999997615814,0.170000001788139,0.119000002741814
2081,1190,1690,4,Nearshore sample,38.70917,76.295,19-Jun-79,3,34,1.71630489826202,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0.378,0.693,1.008,1.322,2.582,5.479,7.683,12.08,24.801,39.406,54.011,63.983,70.5,74.583,77.489,79.766,81.65,83.064,84.357,85.512,86.551,87.705,88.883,89.899,90.823,93.117,95.412,97.706,100,8,77,16,2,5.24200010299683,5.86199998855591,2.09699988365173,0.578999996185303,1.94400000572205,6.03299999237061,2.32100009918213,0.842000007629395,2.25600004196167
2082,1100,1710,1,Nearshore sample,38.74194,76.34028,12-Jul-78,-999,-999,,-999,-999,-999,0,0,0,0,0,0,0,0,0,0.351,0.351,2.454,17.528,54.337,86.239,96.405,99.56,99.56,99.56,99.56,99.911,99.911,99.911,99.911,99.911,99.911,99.911,99.911,99.911,99.911,99.911,99.911,99.911,99.911,99.911,99.911,99.911,99.911,99.911,99.911,99.911,99.911,99.911,99.911,100,0,0,1,1.97000002861023,1.97599995136261,0.266000002622604,0.0509999990463257,1.0460000038147,1.98399996757507,0.282999992370605,0.305000007152557,3.83699989318848
2083,1100,1710,2,Nearshore sample,38.74166,76.34472,12-Jul-78,1,19,2.05004525184631,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,4.384,17.2,48.227,75.544,89.371,94.43,95.779,97.465,98.14,98.477,98.477,98.477,98.477,98.477,98.477,98.477,98.477,98.477,98.477,98.477,98.477,98.477,98.477,98.477,98.477,98.477,98.477,98.477,98.477,98.477,98.477,98.477,98.477,98,1,1,1,2.0090000629425,2.03699994087219,0.345999985933304,0.145999997854233,1.15400004386902,2.04999995231628,0.368999987840652,0.474000006914139,1.9650000333786
2084,1100,1710,3,Nearshore sample,38.74166,76.34805,12-Jul-78,1,18,2.07697010040283,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0.557,1.672,6.132,19.512,39.303,53.519,66.342,77.492,85.854,89.199,91.429,92.823,93.508,94.273,94.992,95.559,96.046,96.482,96.839,97.139,97.394,97.632,97.831,98.017,98.193,98.369,98.556,98.741,98.902,99.039,99.279,99.52,99.76,100,93,5,2,1,2.43799996376038,2.5220000743866,0.818000018596649,0.374000012874603,1.55400002002716,2.76099991798401,1.42599999904633,2.02500009536743,20.80299949646
2085,1100,1710,4,Nearshore sample,38.74166,76.35194,12-Jul-78,3,24,1.92525482177734,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0.615,3.69,11.071,21.528,33.83,48.284,64.584,75.348,81.499,84.266,84.914,86.07,87.225,88.462,89.722,90.866,91.803,92.612,93.305,93.918,94.438,94.935,95.409,95.831,96.274,96.718,97.097,97.426,98.069,98.713,99.356,100,84,11,5,1,3.02600002288818,3.12299990653992,1.31099998950958,0.426999986171722,2.66899991035461,3.55999994277954,1.96099996566772,1.42299997806549,8.76599979400635
2086,1190,1710,1,Nearshore sample,38.71917,76.29945,21-Jul-78,-999,-999,,-999,-999,-999,0,0.159,0.159,0.159,0.159,0.159,0.159,0.536,0.914,3.555,9.968,25.813,52.977,78.254,91.081,95.986,97.495,97.872,98.627,99.004,99.381,99.381,99.381,99.381,99.381,99.381,99.381,99.381,99.381,99.381,99.381,99.381,99.381,99.381,99.381,99.381,99.381,99.381,99.381,99.381,99.381,99.381,99.381,99.381,99,0,0,1,1.72000002861023,1.72300004959106,0.395000010728836,0.0189999993890524,1.16799998283386,1.73500001430511,0.42399999499321,0.303000003099442,2.46300005912781
2087,1190,1710,2,Nearshore sample,38.71889,76.30055,21-Jul-78,1,26,1.8794914484024,-999,-999,-999,0,0,0,0,0,0,0,0,0.678,0.678,2.035,2.714,4.749,9.498,20.353,34.601,48.17,62.417,84.127,92.947,96.339,96.339,96.339,96.339,96.339,96.339,96.339,96.339,96.339,96.339,96.339,96.339,96.339,96.339,96.339,96.339,96.339,96.339,96.339,96.339,96.339,96.339,96.339,96.339,96,2,2,1,2.75,2.70000004768372,0.527999997138977,-0.153999999165535,0.875999987125397,2.68300008773804,0.552999973297119,-0.370000004768372,0.707000017166138
2088,1190,1710,3,Nearshore sample,38.71917,76.30389,21-Jul-78,2,29,1.8147851228714,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393,0.393,2.361,7.082,20.853,36.984,47.214,55.083,57.271,63.138,69.006,73.728,77.339,80.152,82.339,84.006,85.36,86.575,87.547,88.478,89.335,90.164,91.051,91.967,92.752,93.436,95.077,96.718,98.359,100,55,33,12,8,3.83899998664856,4.55499982833862,2.09800004959106,0.689000010490417,1.54700005054474,4.89300012588501,2.45099997520447,0.927999973297119,2.91799998283386
2089,1190,1710,4,Nearshore sample,38.71944,76.30722,21-Jul-78,4,43,1.56357789039612,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.155,0.774,1.394,2.788,6.349,11.77,19.978,28.65,33.141,34.65,38.057,43.146,48.795,53.366,57.506,60.784,63.587,66.045,68.46,70.573,72.717,74.687,76.541,78.597,80.654,82.421,83.928,87.946,91.964,95.982,100,33,40,27,4,5.4210000038147,6.27299976348877,3.15199995040894,0.437000006437302,0.851000010967255,6.33599996566772,3.11999988555908,0.409000009298325,-0.435999989509583
2090,1420,1710,2,Nearshore sample,38.63083,76.23389,27-Jul-78,2,18,2.07697010040283,-999,-999,-999,0,0,0,0.257,0.257,0.257,1.541,1.541,2.568,4.365,8.73,14.636,23.367,33.381,43.396,54.437,79.088,91.927,94.751,96.035,97.062,97.833,97.833,97.833,97.833,97.833,97.833,97.833,97.833,97.833,97.833,97.833,97.833,97.833,97.833,97.833,97.833,97.833,97.833,97.833,97.833,97.833,97.833,97.833,98,1,1,1,2.375,2.23799991607666,0.632000029087067,-0.312999993562698,0.922999978065491,2.22000002861023,0.680999994277954,-0.358000010251999,0.876999974250793
2091,1420,1710,3,Nearshore sample,38.63306,76.23278,27-Jul-78,2,20,2.0238094329834,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0.304,0.608,1.824,6.991,21.277,55.32,86.02,94.834,96.658,97.57,98.178,98.482,98.482,98.482,98.482,98.482,98.482,98.482,98.482,98.482,98.482,98.482,98.482,98.482,98.482,98.482,98.482,98.482,98.482,98.482,98.482,98.482,98.482,98.482,98,1,1,1,2.45499992370605,2.44400000572205,0.303999990224838,-0.0520000010728836,1.15799999237061,2.4539999961853,0.330000013113022,0.0839999988675117,2.48000001907349
2092,1420,1710,4,Nearshore sample,38.635,76.23194,27-Jul-78,2,21,1.99823689460754,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0.327,0.655,1.31,2.619,5.238,13.096,43.217,77.267,90.363,94.619,96.256,97.239,97.239,97.239,97.239,97.239,97.239,97.239,97.239,97.239,97.239,97.239,97.239,97.239,97.239,97.239,97.239,97.239,97.239,97.239,97.239,97.239,97.239,97.239,97,1,1,1,2.78999996185303,2.79800009727478,0.316000014543533,0.0240000002086163,1.2610000371933,2.78200006484985,0.356000006198883,-0.238000005483627,3.0460000038147
2093,1120,1720,2,Nearshore sample,38.73361,76.34611,12-Jul-78,3,19,2.05004525184631,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,6.758,26.443,51.71,73.158,83.735,90.198,93.136,93.724,94.605,95.193,95.193,95.193,95.193,95.193,95.193,95.193,95.193,95.193,95.193,95.193,95.193,95.193,95.193,95.193,95.193,95.193,95.193,95.193,95.193,95.193,95.193,95.193,95,2,2,1,2.20900011062622,2.24300003051758,0.404000014066696,0.165000006556511,1.07400000095367,2.26399993896484,0.414000004529953,0.470999985933304,1.33599996566772
2094,1120,1720,3,Nearshore sample,38.73361,76.34972,12-Jul-78,2,18,2.07697010040283,-999,-999,-999,0,0,0,0,0,0.284,0.284,0.568,0.568,1.136,3.692,15.336,38.909,67.026,83.782,91.45,94.006,95.142,96.278,96.846,97.414,97.698,97.698,97.698,97.698,97.698,97.698,97.698,97.698,97.698,97.698,97.698,97.698,97.698,97.698,97.698,97.698,97.698,97.698,97.698,97.698,97.698,97.698,97.698,98,1,1,1,1.83800005912781,1.85500001907349,0.386000007390976,0.120999999344349,1.12000000476837,1.87199997901917,0.448000013828278,0.361000001430511,3.65799999237061
2095,1120,1720,4,Nearshore sample,38.73361,76.35306,12-Jul-78,3,17,2.10461163520813,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,1.485,12.472,35.635,66.816,81.961,86.415,87.9,88.494,89.088,90.87,92.058,92.355,92.992,93.565,94.19,94.845,95.418,95.881,96.298,96.651,96.958,97.248,97.497,97.728,97.949,98.162,98.385,98.609,98.799,98.968,99.226,99.484,99.742,100,92,5,2,1,1.86500000953674,1.92299997806549,0.827000021934509,0.47299998998642,3.35599994659424,2.28299999237061,1.5900000333786,2.00500011444092,18.3470001220703
2096,1160,1720,1,Nearshore sample,38.72,76.32389,21-Jul-78,-999,-999,,-999,-999,-999,0,0,0,0,0,0,0.309,0.309,8.662,19.49,37.743,68.371,89.099,95.905,98.69,99.308,99.308,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,99.927,100,0,0,1,1.35000002384186,1.31900000572205,0.39300000667572,-0.096000000834465,1.07599997520447,1.3309999704361,0.39300000667572,0.111000001430511,0.930999994277954
2097,1160,1720,2,Nearshore sample,38.72,76.32278,21-Jul-78,1,23,1.94898247718811,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,1.798,8.735,29.289,67.827,88.638,93.519,95.061,96.089,96.859,97.373,97.373,97.373,97.373,97.373,97.373,97.373,97.373,97.373,97.373,97.373,97.373,97.373,97.373,97.373,97.373,97.373,97.373,97.373,97.373,97.373,97.373,97.373,97,1,1,1,2.37599992752075,2.37599992752075,0.310999989509583,0.0260000005364418,1.19599997997284,2.39100003242493,0.333000004291534,0.469999998807907,3.05599999427795
2098,1160,1720,3,Nearshore sample,38.71972,76.31917,21-Jul-78,2,22,1.97330236434937,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0.318,0.955,6.046,22.591,54.41,75.092,84.637,89.41,92.273,93.546,94.183,94.432,94.777,95.174,95.708,96.156,96.578,96.927,97.225,97.504,97.714,97.897,98.083,98.248,98.392,98.554,98.727,98.881,99.017,99.263,99.508,99.754,100,94,4,2,1,2.46499991416931,2.53299999237061,0.648000001907349,0.444000005722046,2.48099994659424,2.77800011634827,1.34899997711182,2.37800002098083,26.511999130249
2099,1160,1720,4,Nearshore sample,38.71972,76.31555,21-Jul-78,4,52,1.43581080436707,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.483,2.291,4.964,9.811,17.331,25.037,32.557,39.021,44.241,48.653,52.631,55.8,58.784,61.642,64.384,67.48,70.885,74.113,77.164,82.873,88.582,94.291,100,1,57,41,6,7.11299991607666,7.86199998855591,2.76200008392334,0.400999993085861,0.845000028610229,7.9520001411438,2.66400003433228,0.319999992847443,-0.772000014781952
2100,1410,1720,2,Nearshore sample,38.62944,76.24834,27-Jul-78,-999,19,2.05004525184631,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0.42,2.939,9.657,20.573,32.749,54.582,81.033,92.789,96.568,97.828,98.247,98.667,98.667,98.667,98.667,98.667,98.667,98.667,98.667,98.667,98.667,98.667,98.667,98.667,98.667,98.667,98.667,98.667,98.667,98.667,98.667,98.667,98.667,98.667,99,1,1,1,2.44000005722046,2.37299990653992,0.449999988079071,-0.193000003695488,1.01699995994568,2.38700008392334,0.449999988079071,-0.0810000002384186,0.178000003099442
2101,1410,1720,3,Nearshore sample,38.63222,76.24861,27-Jul-78,1,21,1.99823689460754,-999,-999,-999,0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.635,1.393,1.645,3.412,9.722,31.936,67.275,81.158,85.954,87.469,88.478,89.052,89.822,90.481,91.041,91.562,92.076,92.478,92.867,93.242,93.618,93.96,94.354,94.753,95.157,95.636,96.178,96.679,97.152,97.864,98.576,99.288,100,88,6,6,1,2.87800002098083,2.95000004768372,1.14999997615814,0.540000021457672,5.46700000762939,3.43700003623962,1.95799994468689,1.65100002288818,10.8459997177124
2102,1070,1730,2,Nearshore sample,38.74583,76.36444,18-Jul-78,-999,23,1.94898247718811,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0.344,0.344,0.344,0.344,0.344,2.405,9.62,51.191,85.89,94.479,95.853,97.571,97.571,97.571,97.571,97.571,97.571,97.571,97.571,97.571,97.571,97.571,97.571,97.571,97.571,97.571,97.571,97.571,97.571,97.571,97.571,97.571,97.571,97.571,98,1,1,1,2.98600006103516,2.99799990653992,0.239999994635582,0.0780000016093254,1.10599994659424,3.00099992752075,0.273000001907349,-0.312000006437302,8.25699996948242
2103,1070,1730,3,Nearshore sample,38.74333,76.36444,18-Jul-78,-999,23,1.94898247718811,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,3.649,35.652,85.341,95.447,97.131,97.131,97.973,97.973,97.973,97.973,97.973,97.973,97.973,97.973,97.973,97.973,97.973,97.973,97.973,97.973,97.973,97.973,97.973,97.973,97.973,97.973,97.973,97.973,97.973,98,1,1,1,2.81699991226196,2.79900002479553,0.20100000500679,-0.0219999998807907,1.00699996948242,2.81699991226196,0.216000005602837,0.5,4.26999998092651
2104,1070,1730,4,Nearshore sample,38.74083,76.36417,18-Jul-78,-999,24,1.92525482177734,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0.627,0.627,1.254,4.077,9.722,39.83,80.601,92.205,96.282,97.536,98.164,98.164,98.164,98.164,98.164,98.164,98.164,98.164,98.164,98.164,98.164,98.164,98.164,98.164,98.164,98.164,98.164,98.164,98.164,98.164,98.164,98.164,98.164,98,1,1,1,2.80699992179871,2.79900002479553,0.277999997138977,-0.0299999993294477,1.25999999046326,2.79800009727478,0.310000002384186,-0.180000007152557,3.45199990272522
2105,1070,1730,5,Nearshore sample,38.73778,76.36417,18-Jul-78,-999,22,1.97330236434937,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.425,23.559,62.709,86.615,93.544,95.276,96.662,96.662,96.662,96.662,96.662,96.662,96.662,96.662,96.662,96.662,96.662,96.662,96.662,96.662,96.662,96.662,96.662,96.662,96.662,96.662,96.662,96.662,96.662,97,2,2,1,2.90799999237061,2.91899991035461,0.273000001907349,0.112000003457069,1.07000005245209,2.93300008773804,0.273000001907349,0.370000004768372,1.13699996471405
2106,1140,1740,1,Nearshore sample,38.72361,76.33945,12-Jul-78,-999,-999,,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,1.536,17.663,54.14,78.714,89.85,95.225,97.529,98.681,99.065,99.065,99.449,99.449,99.449,99.449,99.449,99.449,99.449,99.449,99.449,99.449,99.449,99.449,99.449,99.449,99.449,99.449,99.449,99.449,99.449,99.449,99.449,99.449,99.449,99.449,99,0,0,1,1.72000002861023,1.76699995994568,0.33500000834465,0.252999991178513,1.16499996185303,1.78600001335144,0.35699999332428,0.662999987602234,3.18300008773804
2107,1140,1740,2,Nearshore sample,38.72361,76.34055,12-Jul-78,1,33,1.73513650894165,-999,-999,-999,0,0,0,0,0,0,0,0,0,0.298,2.681,11.617,33.958,56,72.681,80.426,84.298,86.979,88.767,89.66,90.852,91.447,91.716,92.2,92.737,93.215,93.645,94.085,94.478,94.811,95.138,95.475,95.858,96.315,96.717,97.086,97.473,97.847,98.15,98.402,98.802,99.201,99.601,100,91,5,4,1,1.932000041008,2.07100009918213,1.13499999046326,0.564999997615814,3.3659999370575,2.46600008010864,1.86099994182587,1.75100004673004,13.1110000610352
2108,1140,1740,3,Nearshore sample,38.72389,76.34417,12-Jul-78,1,20,2.0238094329834,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,1.178,5.301,17.375,29.155,40.935,58.605,80.986,91.883,95.122,95.711,96.595,96.889,96.889,96.889,96.889,96.889,96.889,96.889,96.889,96.889,96.889,96.889,96.889,96.889,96.889,96.889,96.889,96.889,96.889,96.889,96.889,96.889,96.889,96.889,97,2,2,1,2.35599994659424,2.27600002288818,0.495000004768372,-0.188999995589256,0.828999996185303,2.29399991035461,0.501999974250793,-0.0320000015199184,-0.324999988079071
2109,1140,1740,4,Nearshore sample,38.72389,76.3475,12-Jul-78,2,24,1.92525482177734,-999,-999,-999,0,0,0,0,0,0,0,0,0,0.267,0.533,1.867,4.535,11.737,21.607,32.543,46.147,62.152,70.955,75.757,77.89,79.224,79.7,80.797,82.355,84.26,85.962,87.376,88.559,89.555,90.391,91.185,91.912,92.601,93.196,93.782,94.424,95.104,95.699,96.227,97.171,98.114,99.057,100,79,13,7,1,2.80999994277954,3.40199995040894,1.93400001525879,0.639999985694885,2.71900010108948,3.61299991607666,2.36800003051758,1.13300001621246,4.93599987030029
2110,1170,1740,2,Nearshore sample,38.7125,76.32584,13-Jul-78,-999,20,2.0238094329834,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795,3.708,9.534,20.922,38.931,58.264,72.3,79.186,82.894,84.268,85.826,87.384,88.876,90.276,91.494,92.449,93.221,93.85,94.36,94.799,95.225,95.585,95.918,96.279,96.639,96.953,97.228,97.921,98.614,99.307,100,83,12,5,1,3.14299988746643,3.3510000705719,1.24300003051758,0.540000021457672,2.85800004005432,3.69799995422363,1.89300000667572,1.52600002288818,10.0830001831055
2111,1170,1740,3,Nearshore sample,38.71278,76.32222,13-Jul-78,-999,17,2.10461163520813,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,3.644,11.387,25.963,45.093,61.035,71.056,78.8,84.721,89.731,92.009,92.92,93.322,94.043,94.723,95.402,95.925,96.364,96.708,96.98,97.221,97.44,97.623,97.797,97.933,98.059,98.21,98.369,98.51,98.638,98.979,99.319,99.66,100,93,5,2,1,2.32699990272522,2.45900011062622,0.892000019550323,0.42399999499321,1.64699995517731,2.70099997520447,1.54100000858307,2.03500008583069,20.2229995727539
2112,1170,1740,4,Nearshore sample,38.71278,76.31889,13-Jul-78,-999,-999,,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0.581,2.324,7.263,15.979,32.248,47.937,58.686,65.949,71.469,73.794,74.665,74.956,75.204,76.262,77.601,79.536,81.454,83.322,84.877,86.233,87.407,88.481,89.358,90.184,90.901,91.579,92.359,93.165,93.882,94.496,95.872,97.248,98.624,100,75,15,10,8,2.54800009727478,3.56500005722046,2.35899996757507,0.763000011444092,1.86300003528595,3.73399996757507,2.7409999370575,0.953999996185303,2.91100001335144
2113,1150,1750,1,Nearshore sample,38.71472,76.34167,12-Jul-78,-999,-999,,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,3.766,9.206,11.299,15.902,37.663,74.07,91.646,96.667,97.923,98.341,98.76,99.178,99.178,99.178,99.178,99.178,99.178,99.178,99.178,99.178,99.178,99.178,99.178,99.178,99.178,99.178,99.178,99.178,99.178,99.178,99.178,99.178,99.178,99.178,99,0,0,1,2.33200001716614,2.32100009918213,0.397000014781952,-0.180000007152557,1.60300004482269,2.2739999294281,0.437999993562698,-0.275999993085861,1.62399995326996
2114,1150,1750,2,Nearshore sample,38.715,76.34361,12-Jul-78,1,21,1.99823689460754,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0.304,3.948,9.415,19.134,33.105,52.543,73.499,88.988,94.759,96.278,97.493,97.493,97.493,97.493,97.493,97.493,97.493,97.493,97.493,97.493,97.493,97.493,97.493,97.493,97.493,97.493,97.493,97.493,97.493,97.493,97.493,97.493,97.493,97,1,1,1,2.70099997520447,2.66499996185303,0.488999992609024,-0.118000000715256,1.01600003242493,2.66499996185303,0.476999998092651,-0.096000000834465,-0.178000003099442
2115,1150,1750,3,Nearshore sample,38.71556,76.34722,12-Jul-78,1,20,2.0238094329834,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,1.482,5.929,21.492,42.243,64.724,86.957,96.345,98.321,99.062,99.062,99.309,99.309,99.309,99.309,99.309,99.309,99.309,99.309,99.309,99.309,99.309,99.309,99.309,99.309,99.309,99.309,99.309,99.309,99.309,99.309,99.309,99.309,99.309,99.309,99,0,0,1,2.08200001716614,2.06800007820129,0.389999985694885,-0.0370000004768372,0.899999976158142,2.07500004768372,0.389999985694885,0.0480000004172325,0.114000000059605
2116,1150,1750,4,Nearshore sample,38.71583,76.35028,12-Jul-78,3,19,2.05004525184631,-999,-999,-999,0,0,0,0,0,0,0,0,0,0.305,1.221,5.798,14.952,28.989,44.857,60.115,72.626,83.306,89.409,91.545,92.766,93.071,93.223,93.471,93.856,94.322,94.869,95.382,95.82,96.215,96.562,96.88,97.144,97.452,97.704,97.945,98.197,98.46,98.697,98.923,99.192,99.462,99.731,100,93,4,3,1,2.33400011062622,2.37700009346008,0.966000020503998,0.347000002861023,2.00799989700317,2.66599988937378,1.57400000095367,1.8860000371933,16.9570007324219
2117,1180,1750,2,Nearshore sample,38.70389,76.33,12-Jul-78,2,21,1.99823689460754,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0.496,0.496,0.992,3.968,17.607,44.388,65.219,76.626,82.825,86.545,87.207,88.512,89.727,90.836,91.739,92.507,93.079,93.517,93.92,94.295,94.646,95.038,95.395,95.782,96.232,96.741,97.28,97.877,98.408,98.938,99.469,100,87,8,5,1,3.06699991226196,3.20600008964539,1.10300004482269,0.586000025272369,3.46000003814697,3.60700011253357,1.79200005531311,1.64600002765656,11.4069995880127
2118,1180,1750,3,Nearshore sample,38.70389,76.32694,12-Jul-78,-999,32,1.75438594818115,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.902,3.157,10.522,25.554,38.331,44.343,47.5,49.755,51.108,52.199,54.628,58.888,63.358,67.688,71.561,74.834,77.439,79.587,81.453,82.896,84.292,85.51,86.662,87.925,89.188,90.295,91.248,93.436,95.624,97.812,100,51,33,16,8,3.79500007629395,4.77199983596802,2.7590000629425,0.616999983787537,1.06599998474121,5.02899980545044,2.93199992179871,0.619000017642975,0.721000015735626
2119,1200,1750,2,Nearshore sample,38.69667,76.32417,13-Jul-78,-999,20,2.0238094329834,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0.378,2.27,9.837,24.594,51.458,76.43,88.159,92.321,93.834,95.726,96.105,96.105,96.105,96.105,96.105,96.105,96.105,96.105,96.105,96.105,96.105,96.105,96.105,96.105,96.105,96.105,96.105,96.105,96.105,96.105,96.105,96.105,96.105,96,2,2,1,2.46799993515015,2.46799993515015,0.391999989748001,0.0309999994933605,1.19099998474121,2.48300004005432,0.398999989032745,0.217999994754791,0.89300000667572
2120,1200,1750,3,Nearshore sample,38.6975,76.32222,13-Jul-78,3,34,1.71630489826202,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0.137,0.41,0.546,1.093,9.424,20.214,29.775,30.801,35.392,42.468,50.463,58.133,64.668,69.368,72.987,75.85,78.226,80.05,81.785,83.22,84.596,86.061,87.616,89.081,90.547,92.91,95.273,97.637,100,30,52,18,9,5.31400012969971,5.82999992370605,2.50799989700317,0.430000007152557,1.15400004386902,5.9689998626709,2.55699992179871,0.639999985694885,0.999000012874603
2121,1220,1750,2,Nearshore sample,38.68889,76.31805,13-Jul-78,1,22,1.97330236434937,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1.262,7.574,22.721,41.656,61.432,80.366,90.886,94.252,96.356,96.356,96.356,96.356,96.356,96.356,96.356,96.356,96.356,96.356,96.356,96.356,96.356,96.356,96.356,96.356,96.356,96.356,96.356,96.356,96.356,96.356,96.356,96,2,2,1,2.83200001716614,2.82500004768372,0.433999985456467,-0.00400000018998981,0.922999978065491,2.83699989318848,0.425999999046326,0.0689999982714653,-0.41100001335144
