ID,Raydist Red,Raydist Green,Sample Number,Sample Description,Decimal Latitude,Decimal Longitude,Collection Date,Water Depth,Water Content,Bulk Density,Total Carbon,Organic Carbon,Sulfur,Gravel,Phi  -1,Phi -075,Phi -050,Phi -025,Phi 0,Phi 025,Phi 050,Phi 075,Phi 100,Phi 125,Phi 150,Phi 175,Phi 200,Phi 225,Phi 250,Phi 275,Phi 300,Phi 325,Phi 350,Phi 375,Phi 400,Phi 433,Phi 467,Phi 500,Phi 533,Phi 567,Phi 600,Phi 633,Phi 667,Phi 700,Phi 733,Phi 767,Phi 800,Phi 833,Phi 867,Phi 900,Phi 933,Phi 967,Phi 10,Phi 11,Phi 12,Phi 13,Phi 14,Sand,Silt,Clay,Shepard's Class,Median,Graphic Mean,Graphic Sorting,Graphic Skewness,Graphic Kurtosis,Moment Mean,Moment Sorting,Moment Skewness,Moment Kurtosis
44,250.54,140.56,26,Mid-bay sample,39.38667,76.07833,11-Jun-81,7,62,1.31629884243011,3.37700009346008,2.86400008201599,0.620000004768372,0,0.171,0.171,0.171,0.171,0.171,0.487,1.118,1.828,2.458,3.799,5.534,7.585,9.635,11.528,13.5,15.471,17.601,19.651,20.913,22.175,23.358,23.358,25.184,28.735,33.807,38.423,43.699,48.568,53.235,57.851,62.112,65.713,68.858,71.699,74.022,76.552,79.082,81.239,82.981,87.236,91.491,95.745,100,23,46,31,4,6.44199991226196,6.50600004196167,3.5789999961853,0.0740000009536743,1.125,6.65500020980835,3.3289999961853,0.111000001430511,-0.597000002861023
45,280.52,147.62,18,Mid-bay sample,39.37806,76.04472,12-Jun-81,4,69,1.24382662773132,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.038,2.465,3.382,6.07,11.323,16.883,23.175,29.528,35.882,42.113,47.733,52.498,56.89,60.034,62.69,65.672,68.599,71.147,73.208,79.906,86.604,93.302,100,2,55,43,6,7.49200010299683,8.23900032043457,2.76999998092651,0.374000012874603,0.824000000953674,8.31099987030029,2.61999988555908,0.28999999165535,-0.869000017642975
46,240.07,148.3,23,Mid-bay sample,39.38694,76.09194,11-Jun-81,6,59,1.35000991821289,-999,-999,-999,0,0,0,0,0,0,0,0,0.112,0.112,0.112,0.223,0.335,0.558,0.781,1.227,1.673,2.342,5.129,14.496,19.625,25.312,26.723,29.734,34.062,38.531,42.718,47.234,51.374,54.997,58.76,62.336,65.346,68.281,70.946,73.418,76.121,78.786,81.064,82.918,87.188,91.459,95.729,100,25,43,32,4,6.22300004959106,6.68300008773804,3.12299990653992,0.291999995708466,0.805999994277954,6.81099987030029,3.03900003433228,0.305000007152557,-0.60699999332428
47,219.87,149.41,13,Mid-bay sample,39.39444,76.11361,11-Jun-81,3,57,1.37345993518829,6.85099983215332,6.45699977874756,0.239999994635582,0,0,0,0,0,0,0,0.12,0.12,0.12,0.24,0.599,0.838,1.198,1.796,2.395,3.473,4.79,6.946,11.736,15.807,19.52,22.466,28.678,36.556,43.921,50.645,56.666,61.981,66.4,70.535,73.627,76.287,78.372,80.098,81.787,83.765,85.778,87.647,89.193,91.895,94.597,97.298,100,20,59,22,6,5.63500022888184,6.14599990844727,2.70199990272522,0.358999997377396,1.23199999332428,6.26800012588501,2.67600011825562,0.470999985933304,0.41499999165535
48,269,151.35,37,Mid-bay sample,39.37833,76.06,11-Jun-81,4,67,1.26370561122894,4.65299987792969,4.16800022125244,0.330000013113022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81,5.492,7.166,10.638,15.722,21.365,27.999,34.695,40.771,46.785,52.241,56.767,60.899,64.106,66.824,69.759,72.64,75.141,77.152,82.864,88.576,94.288,100,5,56,39,6,7.19600009918213,7.91499996185303,2.83100008964539,0.340999990701675,0.973999977111816,8.08699989318848,2.58200001716614,0.335999995470047,-0.672999978065491
49,261.83,156,36,Mid-bay sample,39.37806,76.06973,11-Jun-81,5,65,1.28423035144806,-999,-999,-999,0,0.106,0.106,0.106,0.106,0.297,0.411,0.411,0.755,0.985,1.29,2.131,2.856,3.773,4.767,5.569,6.333,7.097,8.205,9.504,10.535,11.223,11.831,12.66,15.59,20.344,25.928,31.898,37.702,43.341,48.814,53.678,57.917,61.557,64.437,67.262,70.468,73.457,76.174,78.401,83.801,89.201,94.6,100,11,50,38,6,7.08500003814697,7.71999979019165,3.12599992752075,0.216999992728233,1.12399995326996,7.53800010681152,3.03200006484985,0.0820000022649765,-0.416000008583069
50,231.76,157.48,16,Mid-bay sample,39.38667,76.10306,11-Jun-81,5,62,1.31629884243011,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.085,0.255,0.426,0.681,1.022,2.044,7.493,12.943,15.072,17.021,20.616,25.429,31.035,36.701,42.307,47.79,52.847,57.904,62.596,66.495,69.847,72.525,74.869,77.5,80.178,82.618,84.627,88.47,92.313,96.157,100,15,55,30,6,6.47900009155273,6.84499979019165,2.84500002861023,0.263000011444092,1.02799999713898,6.99900007247925,2.76500010490417,0.342999994754791,-0.284999996423721
51,283.62,160.22,19,Mid-bay sample,39.3725,76.04528,12-Jun-81,3,70,1.23411977291107,-999,-999,-999,0,0,0,0,0,0,0,0.096,0.096,0.288,0.479,0.767,1.342,1.822,2.11,2.493,2.877,3.26,3.835,7.191,13.808,17.26,17.26,18.101,19.882,22.951,27.009,31.76,36.907,42.004,47.398,52.496,56.9,60.711,64.125,66.805,69.782,72.61,75.042,76.877,82.658,88.439,94.219,100,17,43,39,6,7.17000007629395,7.43699979782104,3.31500005722046,0.163000002503395,0.964999973773956,7.5770001411438,3.0550000667572,0.133000001311302,-0.708000004291534
52,209.8,160.45,11,Mid-bay sample,39.39528,76.12639,11-Jun-81,3,62,1.31629884243011,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0.244,0.326,0.407,0.57,0.814,2.85,8.225,11.401,13.319,18.145,24.209,30.83,36.832,43.143,48.712,53.6,58.055,62.139,65.849,69.131,71.699,74.078,76.599,79.025,81.213,83.02,87.265,91.51,95.755,100,11,58,31,6,6.4210000038147,7.05700016021729,2.82500004768372,0.361000001430511,1.00800001621246,7.11199998855591,2.76300001144409,0.375999987125397,-0.319000005722046
53,254.51,161.11,25,Mid-bay sample,39.37778,76.07944,11-Jun-81,6,68,1.2536872625351,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.049,3.488,6.056,10.253,16.518,23.033,29.36,35.625,41.388,46.901,51.913,56.11,59.744,63.001,65.818,68.891,72.006,74.694,76.914,82.685,88.457,94.228,100,3,57,40,6,7.20599985122681,7.91300010681152,2.78399991989136,0.368000000715256,0.893999993801117,8.03600025177002,2.61999988555908,0.32600000500679,-0.717000007629395
54,223.86,167.46,14,Mid-bay sample,39.38611,76.11389,11-Jun-81,5,65,1.28423035144806,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0.057,0.057,0.057,0.057,0.113,0.17,0.226,0.226,0.452,1.243,5.481,8.419,9.429,12.081,16.563,22.94,29.128,35.947,42.198,47.943,53.373,58.002,62.68,66.81,69.995,72.733,75.719,78.555,81.044,83.084,87.313,91.542,95.771,100,8,58,33,6,6.79300022125244,7.32299995422363,2.69300007820129,0.312999993562698,1.07299995422363,7.37099981307983,2.63199996948242,0.352999985218048,-0.250999987125397
55,245.57,168.44,24,Mid-bay sample,39.37778,76.09139,11-Jun-81,7,64,1.29474484920502,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0.18,0.27,0.451,0.631,0.721,0.991,1.352,4.506,8.382,9.171,11.598,15.784,22.458,29.131,35.926,41.993,47.393,52.247,56.554,60.134,63.423,66.089,68.578,71.245,73.778,75.956,77.778,83.333,88.889,94.444,100,8,55,37,6,6.84600019454956,7.65899991989136,2.93899989128113,0.370999991893768,0.940999984741211,7.59600019454956,2.83200001716614,0.296000003814697,-0.644999980926514
56,237.11,177.3,15,Mid-bay sample,39.3775,76.1025,11-Jun-81,10,68,1.2536872625351,4.75500011444092,4.19600009918213,0.340000003576279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.281,1.281,2.499,6.018,11.566,18.333,25.505,32.745,39.512,45.94,51.663,56.887,61.863,65.844,69.203,72.873,76.356,79.342,81.768,86.326,90.884,95.442,100,1,61,38,6,7.23600006103516,7.75899982452393,2.44700002670288,0.367000013589859,1.01600003242493,7.88500022888184,2.38299989700317,0.418000012636185,-0.215000003576279
57,214.83,178.38,10,Mid-bay sample,39.38611,76.12583,11-Jun-81,3,54,1.41020321846008,7.19700002670288,6.71999979019165,0.259999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0.526,0.79,1.316,1.842,2.895,4.737,7.369,17.896,30.265,31.638,34.384,40.079,47.096,52.689,57.672,62.045,65.757,69.215,72.418,75.062,77.435,79.36,81.148,83.108,84.999,86.684,88.024,91.018,94.012,97.006,100,30,47,23,4,5.50600004196167,6.1230001449585,2.73499989509583,0.423000007867813,0.986000001430511,6.24100017547607,2.76999998092651,0.497000008821487,0.203999996185303
58,228.05,186.95,1,Mid-bay sample,39.3775,76.11444,10-Apr-81,13,62,1.31629884243011,3.92600011825562,3.42799997329712,0.379999995231628,1,1.197,1.197,1.197,1.197,1.197,1.197,1.197,1.659,2.199,2.739,3.897,5.285,6.828,8.217,9.374,10.3,10.994,11.534,12.46,14.312,15.932,17.225,20.243,25.039,29.674,34.308,39.158,43.685,48.104,52.307,56.511,60.175,63.986,67.246,70.209,73.343,76.518,79.27,81.81,86.358,90.905,95.453,100,15,48,36,6,6.86399984359741,7.22200012207031,3.23200011253357,0.13400000333786,1.09099996089935,7.15299987792969,3.11899995803833,0.0970000028610229,-0.51800000667572
59,219.31,197.68,9,Mid-bay sample,39.37722,76.12583,11-Jun-81,6,65,1.28423035144806,-999,-999,-999,0,0,0,0,0,0,0,0,0.181,0.181,0.181,0.363,0.453,0.634,0.816,1.088,1.269,1.722,1.994,2.991,6.978,11.6,12.211,15.153,19.651,25.037,30.589,36.308,41.582,46.579,51.354,55.63,59.183,62.675,66.011,69.138,72.891,76.592,79.875,82.533,86.9,91.267,95.633,100,12,51,37,6,6.90500020980835,7.32399988174438,2.79999995231628,0.256999999284744,0.980000019073486,7.39599990844727,2.76999998092651,0.24600000679493,-0.456999987363815
60,205.75,211.76,3,Mid-bay sample,39.37806,76.14278,11-Jun-81,4,54,1.41020321846008,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0.328,0.492,0.657,0.985,1.477,3.447,16.579,27.413,33.159,33.813,36.477,40.543,45.732,50.639,55.22,59.52,63.353,66.952,70.317,73.298,76.316,78.679,80.751,82.969,85.114,86.968,88.495,91.371,94.247,97.124,100,33,43,24,4,5.6230001449585,6.09100008010864,2.77900004386902,0.363000005483627,0.884999990463257,6.2350001335144,2.80699992179871,0.449000000953674,-0.00800000037997961
61,224.73,216.29,8,Mid-bay sample,39.36806,76.12527,11-Jun-81,9,64,1.29474484920502,4.375,4.12400007247925,0.409999996423721,0,0,0,0,0,0,0,0,0.046,0.092,0.138,0.184,0.367,0.505,0.734,0.918,1.102,1.285,1.607,3.443,6.977,9.41,10.556,13.754,18.882,24.494,29.743,35.293,40.482,45.55,50.678,55.686,59.97,63.899,67.274,70.145,73.369,76.442,79.111,81.277,85.958,90.639,95.319,100,9,54,36,6,6.95599985122681,7.44999980926514,2.85500001907349,0.270000010728836,1.00199997425079,7.44999980926514,2.76900005340576,0.26800000667572,-0.453000009059906
62,210.86,230.03,4,Mid-bay sample,39.36917,76.14222,11-Jun-81,7,63,1.30543291568756,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0.097,0.485,0.582,1.066,1.648,2.326,3.683,5.04,5.815,9.402,13.86,17.059,17.632,20.785,25.026,30.873,36.376,42.281,47.726,52.656,57.357,61.771,65.497,68.8,71.552,73.983,76.598,79.167,81.461,83.342,87.506,91.671,95.835,100,17,52,31,6,6.48699998855591,6.85400009155273,3.0460000038147,0.23199999332428,1.05799996852875,7.00299978256226,2.89599990844727,0.277999997138977,-0.389999985694885
63,229.21,236.02,7,Mid-bay sample,39.35944,76.12583,11-Jun-81,5,68,1.2536872625351,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0.044,0.133,0.178,0.222,0.267,0.355,0.444,0.578,0.711,1.244,4.088,5.954,6.13,7.833,11.122,15.996,21.281,27.271,32.908,38.604,44.359,49.312,53.935,58.338,61.86,64.942,68.299,71.49,74.242,76.498,82.374,88.249,94.125,100,6,52,42,6,7.38299989700317,7.9980001449585,2.89100003242493,0.27700001001358,0.973999977111816,7.94500017166138,2.73499989509583,0.231000006198883,-0.65200001001358
64,201.64,242.39,2,Mid-bay sample,39.36889,76.15417,11-Jun-81,6,49,1.47601473331451,-999,-999,-999,0,0,0,0,0,0,0,0.131,0.392,0.916,1.308,3.271,7.588,14.784,22.634,27.867,30.745,33.493,38.857,42.128,44.483,46.184,47.186,49.972,53.055,56.62,60.297,63.9,67.205,70.288,73.259,75.933,78.236,80.167,81.8,83.192,84.771,86.297,87.635,88.786,91.59,94.393,97.197,100,46,34,20,8,4.67000007629395,5.18200016021729,3.30800008773804,0.324000000953674,0.896000027656555,5.27099990844727,3.30699992179871,0.412000000476837,-0.236000001430511
65,216,249.07,5,Mid-bay sample,39.36,76.14194,11-Jun-81,7,58,1.36163401603699,-999,-999,-999,1,0.735,0.735,0.735,0.735,0.735,0.735,0.988,1.41,1.833,2.762,3.86,5.296,6.902,8.422,10.196,12.393,13.998,18.306,25.487,30.809,35.455,36.313,38.156,40.728,44.414,48.229,52.387,56.459,60.317,64.175,67.905,71.077,73.919,76.244,78.422,80.896,83.221,85.251,86.876,90.157,93.438,96.719,100,35,38,26,4,5.83799982070923,6.15700006484985,3.20000004768372,0.197999998927116,0.935000002384186,6.1729998588562,3.16899991035461,0.273000001907349,-0.462999999523163
66,221.59,258.49,12,Mid-bay sample,39.35417,76.13889,09-May-80,10,64,1.29474484920502,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.173,5.012,7.81,12.566,19.001,26.206,33.83,40.614,46.979,52.995,58.66,63.347,67.707,71.149,74.362,77.804,81.017,83.828,86.066,89.549,93.033,96.516,100,4,64,32,6,6.83400011062622,7.2350001335144,2.37700009346008,0.328999996185303,1.08299994468689,7.53299999237061,2.32599997520447,0.470999985933304,0.150000005960464
67,206.54,260.42,1,Mid-bay sample,39.36,76.15361,11-Jun-81,7,61,1.32734727859497,5.12599992752075,4.81899976730347,0.340000003576279,0,0,0,0,0,0,0,0,0.343,0.514,0.856,1.884,2.912,4.282,5.995,7.708,9.764,11.819,13.532,19.356,26.55,33.915,35.501,39.552,43.735,47.787,51.662,55.493,59.06,62.362,65.621,68.748,71.561,74.274,76.519,78.495,80.706,82.883,84.859,86.534,89.901,93.267,96.634,100,34,40,26,4,5.52400016784668,6.13399982452393,3.11899995803833,0.319999992847443,0.967000007629395,6.16599988937378,3.10500001907349,0.342000007629395,-0.354000002145767
68,221.31,267.77,6,Mid-bay sample,39.35111,76.14139,11-Jun-81,5,36,1.67984187602997,0.83899998664856,0.614000022411346,0.0399999991059303,0,0,0,0,0,0,0,0,1.148,4.399,14.345,34.046,59.675,75.168,81.671,83.392,83.966,83.966,83.966,84.54,84.923,84.923,85.063,85.317,85.767,86.358,87.034,87.878,88.779,89.67,90.609,91.528,92.326,93.015,93.578,94.092,94.703,95.334,95.887,96.343,97.257,98.171,99.086,100,85,8,7,1,1.65600001811981,2.06399989128113,1.73199999332428,0.727999985218048,5.4520001411438,2.60400009155273,2.61800003051758,1.23399996757507,5.31699991226196
69,200.6,269.09,15,Mid-bay sample,39.35944,76.16139,09-May-80,5,57,1.37345993518829,-999,-999,-999,6,6.363,6.363,6.363,6.363,6.363,6.363,6.501,6.57,6.777,7.191,7.812,8.915,10.64,13.744,20.917,25.883,29.056,31.126,32.505,33.609,34.298,34.839,37.094,40.295,44.352,48.951,53.505,57.878,61.845,65.768,69.176,72.478,75.496,77.875,79.934,82.135,84.265,86.076,87.496,90.622,93.748,96.874,100,28,41,25,4,5.97599983215332,5.98999977111816,3.32399988174438,0.126000002026558,0.847000002861023,6.19799995422363,3.20099997520447,0.238999992609024,-0.529999971389771
70,215.14,276.27,13,Mid-bay sample,39.35056,76.14944,09-May-80,9,58,1.36163401603699,-999,-999,-999,1,0.87,0.87,0.87,0.87,0.87,0.87,1.21,1.55,1.805,2.23,3.08,3.845,5.205,6.31,7.67,9.455,12.345,18.211,26.626,30.962,34.532,35.308,38.109,40.997,45.006,49.402,53.755,57.936,61.6,65.177,68.496,71.429,74.325,76.672,78.688,80.924,83.087,84.957,86.46,89.845,93.23,96.615,100,34,40,26,4,5.74599981307983,6.15100002288818,3.15899991989136,0.248999997973442,0.915000021457672,6.19700002670288,3.1340000629425,0.310999989509583,-0.405000001192093
71,228.23,286.04,11,Mid-bay sample,39.34195,76.13972,09-May-80,3,67,1.26370561122894,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.188,2.429,3.212,5.141,9.059,14.243,20.21,26.78,33.229,39.558,45.645,50.653,55.143,58.826,62.165,65.676,69.129,72.18,74.713,81.034,87.356,93.678,100,2,53,45,6,7.6230001449585,8.28600025177002,2.67400002479553,0.352999985218048,0.887000024318695,8.36200046539307,2.5220000743866,0.298000007867813,-0.762000024318695
72,205.58,287.51,14,Mid-bay sample,39.35028,76.16111,09-May-80,8,47,1.50409197807312,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0.461,0.692,0.923,1.384,1.615,1.845,3.69,9.918,37.826,60.891,73.345,73.69,74.668,75.99,77.62,79.359,81.189,82.855,84.358,85.862,87.293,88.645,89.872,90.913,91.892,92.964,93.989,94.859,95.527,96.646,97.764,98.882,100,73,17,10,8,3.63199996948242,4.50799989700317,1.83299994468689,0.814000010490417,2.00600004196167,4.59800004959106,2.27300000190735,1.02799999713898,3.76699995994568
73,221.23,296.05,10,Mid-bay sample,39.34111,76.14889,09-May-80,4,68,1.2536872625351,4.48999977111816,4.14400005340576,0.310000002384186,0,0,0,0,0,0,0.038,0.114,0.267,0.458,0.649,0.839,1.068,1.374,1.641,1.87,2.099,2.518,3.091,4.617,8.204,10.417,10.642,11.431,13.573,17.856,22.928,28.902,34.819,40.793,46.541,51.599,56.347,60.166,63.263,65.895,68.785,71.624,74.049,76.062,82.047,88.031,94.016,100,10,50,40,6,7.22800016403198,7.91400003433228,2.99499988555908,0.284000009298325,0.976999998092651,7.78499984741211,2.91799998283386,0.151999995112419,-0.575999975204468
74,211.63,306.46,9,Mid-bay sample,39.34111,76.16028,09-May-80,6,63,1.30543291568756,-999,-999,-999,0,0,0,0,0,0,0,0,0,0.586,1.025,1.83,3.075,4.796,7.139,9.884,11.861,13.398,15.668,17.169,18.853,20.061,20.766,23.232,26.202,30.581,35.614,40.446,45.228,49.808,54.238,58.414,62.633,66.387,69.298,71.703,74.361,76.934,79.128,80.942,85.706,90.471,95.235,100,20,46,34,4,6.68100023269653,6.87599992752075,3.49000000953674,0.114000000059605,1.06200003623962,6.97499990463257,3.2279999256134,0.13400000333786,-0.654999971389771
75,209.85,320.14,8,Mid-bay sample,39.33667,76.16528,09-May-80,5,49,1.47601473331451,1.75399994850159,1.7059999704361,0.180000007152557,1,0.689,0.689,0.689,0.689,0.689,0.689,0.985,1.281,2.168,3.055,4.682,5.865,7.492,9.267,11.337,15.33,25.534,38.401,45.647,48.901,50.675,50.909,51.709,53.377,56.112,59.114,62.516,66.018,69.186,72.288,75.19,77.691,79.926,81.96,83.576,85.308,86.953,88.396,89.551,92.163,94.775,97.388,100,50,29,20,4,3.95300006866455,5.16800022125244,3.07200002670288,0.587999999523163,0.982999980449677,5.39599990844727,3.16400003433228,0.435999989509583,-0.123000003397465
76,280,500,1,Nearshore sample,39.42778,75.99861,14-Jul-82,-999,-999,,-999,-999,-999,0,0,0,0,0,0.461,3.455,7.372,15.434,28.104,51.371,79.475,87.769,89.842,91.224,92.837,96.522,99.056,99.517,99.978,99.978,99.978,99.978,99.978,99.978,99.978,99.978,99.978,99.978,99.978,99.978,99.978,99.978,99.978,99.978,99.978,99.978,99.978,99.978,99.978,99.978,99.978,99.978,99.978,100,0,0,1,1.23500001430511,1.21099996566772,0.566999971866608,0.0719999969005585,1.80499994754791,1.26800000667572,0.59799998998642,0.453000009059906,1.567999958992
77,280,500,2,Nearshore sample,39.42916,76.00166,14-Jul-82,2,20,2.0238094329834,-999,-999,-999,1,0.823,0.823,0.823,0.823,1.433,2.958,2.958,2.958,3.567,7.227,14.85,27.657,45.039,64.25,83.765,93.523,95.658,96.573,96.573,96.878,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,96,1,1,1,2.05200004577637,2.01799988746643,0.476000010967255,-0.129999995231628,0.970000028610229,2,0.541999995708466,-0.40200001001358,2.58699989318848
78,280,500,2,Nearshore sample,39.43555,75.98917,14-Jul-82,2,55,1.39773893356323,-999,-999,-999,0,0,0,0,0,1.293,2.585,2.585,2.585,3.878,6.14,12.927,24.561,40.72,59.788,80.794,91.782,94.044,94.691,95.014,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,96,2,2,1,2.09299993515015,2.0460000038147,0.483000010251999,-0.184000000357628,1.01800000667572,2.0220000743866,0.565999984741211,-0.540000021457672,2.97300004959106
79,280,500,3,Nearshore sample,39.43694,75.98972,14-Jul-82,3,47,1.50409197807312,-999,-999,-999,0,0,0,0,0,0,0,0,0,0.123,0.123,0.37,0.616,0.863,2.096,5.424,9.739,13.19,15.533,17.382,18.861,20.217,20.742,22.725,27.333,34.508,42.615,50.665,57.431,63.088,67.58,70.963,73.471,75.517,77.235,78.769,80.414,82.022,83.447,84.762,88.572,92.381,96.191,100,20,55,24,4,5.97200012207031,6.36399984359741,3.17199993133545,0.247999995946884,1.35800004005432,6.53200006484985,2.95600008964539,0.347000002861023,-0.125
80,290,500,1,Nearshore sample,39.43778,75.97889,14-Jul-82,-999,-999,,-999,-999,-999,0,0,0,0,0,0,0,0,0,1.325,6.625,20.205,42.066,61.278,75.521,86.451,94.732,97.382,98.707,99.038,99.369,99.701,99.701,99.701,99.701,99.701,99.701,99.701,99.701,99.701,99.701,99.701,99.701,99.701,99.701,99.701,99.701,99.701,99.701,99.701,99.701,99.701,99.701,99.701,100,0,0,1,1.85099995136261,1.90400004386902,0.493000000715256,0.146999999880791,0.945999979972839,1.91199994087219,0.500999987125397,0.296999990940094,0.495999991893768
81,290,500,2,Nearshore sample,39.43861,75.98111,14-Jul-82,3,24,1.92525482177734,-999,-999,-999,0,0,0,0,0,0,0,0,0.263,1.576,2.627,5.78,12.085,25.221,43.348,60.688,71.459,78.027,83.018,85.646,87.222,88.01,88.029,88.145,88.37,88.794,89.32,89.943,90.598,91.285,91.973,92.628,93.167,93.644,93.994,94.304,94.621,94.937,95.22,95.464,96.598,97.732,98.866,100,88,6,6,1,2.34599995613098,2.50500011444092,1.58700001239777,0.542999982833862,3.67400002479553,3.08599996566772,2.40599989891052,1.39400005340576,7.36899995803833
82,280,600,1,Nearshore sample,39.41889,76.0025,14-Jul-82,-999,-999,,-999,-999,-999,6,5.573,5.573,5.573,5.573,11.223,16.44,24.698,39.478,60.777,79.034,90.77,94.247,95.552,95.986,95.986,97.29,98.594,99.464,99.898,99.898,99.898,99.898,99.898,99.898,99.898,99.898,99.898,99.898,99.898,99.898,99.898,99.898,99.898,99.898,99.898,99.898,99.898,99.898,99.898,99.898,99.898,99.898,99.898,94,0,0,1,0.906000018119812,0.884999990463257,0.546999990940094,-0.0109999999403954,1.26699995994568,0.933000028133392,0.614000022411346,0.552999973297119,2.8199999332428
83,280,600,2,Nearshore sample,39.42,76.00555,14-Jul-82,1,20,2.0238094329834,-999,-999,-999,0,0,0,0,0,0,0,0,0,0.255,0.764,3.31,15.023,46.087,64.165,77.151,89.627,95.484,97.011,97.775,97.775,98.03,98.03,98.03,98.03,98.03,98.03,98.03,98.03,98.03,98.03,98.03,98.03,98.03,98.03,98.03,98.03,98.03,98.03,98.03,98.03,98.03,98.03,98.03,98,1,1,1,2.03999996185303,2.13299989700317,0.418999999761581,0.293000012636185,0.926999986171722,2.13000011444092,0.428000003099442,0.282999992370605,0.40599998831749
84,280,600,3,Nearshore sample,39.42083,76.00833,14-Jul-82,3,27,1.85741603374481,-999,-999,-999,0,0.239,0.239,0.239,0.239,0.239,0.239,1.271,1.271,2.989,6.083,9.52,15.02,31.864,60.738,81.019,87.207,88.925,90.988,91.675,92.019,92.363,92.424,92.519,92.662,92.912,93.211,93.555,93.932,94.342,94.781,95.207,95.628,95.957,96.231,96.467,96.72,96.973,97.204,97.411,98.058,98.705,99.353,100,92,4,4,1,2.15799999237061,2.18300008773804,1.12300002574921,0.379999995231628,4.67700004577637,2.60500001907349,1.98500001430511,1.79999995231628,13.4759998321533
85,280,700,1,Nearshore sample,39.41167,76.01028,14-Jul-82,-999,-999,,-999,-999,-999,4,4.355,4.355,4.355,4.699,20.887,32.253,46.374,71.516,94.936,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,95,0,0,1,0.556999981403351,0.474999994039536,0.40599998831749,-0.257999986410141,0.763000011444092,0.483999997377396,0.381999999284744,-0.158000007271767,-1.04999995231628
86,280,700,2,Nearshore sample,39.41444,76.01305,14-Jul-82,2,22,1.97330236434937,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0.263,0.263,1.05,2.363,9.977,36.759,75.356,89.272,92.16,93.473,94.261,94.523,94.564,94.652,94.793,94.979,95.213,95.483,95.766,96.055,96.344,96.622,96.86,97.091,97.277,97.439,97.609,97.781,97.935,98.067,98.55,99.034,99.517,100,95,3,3,1,2.58599996566772,2.59899997711182,0.646000027656555,0.381000012159348,3.75699996948242,2.90700006484985,1.58299994468689,2.33800005912781,22.9860000610352
